MAIN:O30, SUB:O  30
hh:mm:ss:ms, Sampling Interval, Block No, G-code, G80, M-code, Start, mode, x, y, z, a, b, c, spindle load, command RPM, command Feedrate, actual RPM, actual Feedrate, actLoad, Ref_upper, Ref_lower, PLCFOV, cmdFOV, cmdSOV, userASCOn, userAFCon, AdaptiveOn, TWon, C1, C2, C3, C4, A1, A1h, A1 chatter, A2, A2H, A2 chatter
11:52:29:922, 0, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2078, 0.1937, 50.7346, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:29:982, 60, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2078, 0.1937, 50.7330, 50.6939, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:102, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2062, 0.1937, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:222, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2078, 0.1937, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:342, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2078, 0.1937, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:462, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2078, 0.1937, 50.7330, 50.6939, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:582, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2078, 0.1937, 50.7346, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:702, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2094, 0.1922, 50.7330, 50.6939, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:822, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2094, 0.1922, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:30:942, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2109, 0.1906, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31: 62, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2094, 0.1906, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:182, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2094, 0.1906, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:302, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2109, 0.1906, 50.7330, 50.6939, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:422, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2109, 0.1906, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:542, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2109, 0.1906, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:662, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2109, 0.1906, 50.7314, 50.6939, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:782, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2125, 0.1922, 50.7330, 50.6924, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
11:52:31:902, 120, 0, 1, 0, 5, 0, 1, 0.0000,0.0000,100.0000, 0.000, 0.000, 0.000, 0,4000,1000,0,0, 0.2078, 0.0000, 0.0000,155, 100, 100,0, 0, 1, 1, 0.2125, 0.1906, 50.7314, 50.6939, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000 
